date,calls,p_c_ratio,puts,total
2020-01-21,2747608,0.83,2276073,5023681
2020-01-22,2977011,0.82,2439964,5416975
2020-01-23,2651871,0.76,2027665,4679536
2020-01-24,3323862,1.1,3667082,6990944
2020-01-27,2952841,1.01,2972306,5925147
2020-01-28,2456128,0.8,1957067,4413195
2020-01-29,2599868,0.83,2167168,4767036
2020-01-30,2562472,0.86,2206570,4769042
2020-01-31,3770271,1.07,4025707,7795978
2020-02-03,2913627,0.72,2098863,5012490
2020-02-04,2907506,0.82,2392886,5300392
2020-02-05,3008422,0.94,2829725,5838147
2020-02-06,3017865,0.71,2138322,5156187
2020-02-07,2737318,0.95,2604429,5341747
2020-02-10,2504831,0.84,2094032,4598863
2020-02-11,3217512,0.72,2322892,5540404
2020-02-12,3236890,0.7,2272198,5509088
2020-02-13,2645172,0.8,2116312,4761484
2020-02-14,2808718,0.83,2333789,5142507
2020-02-18,3334848,0.78,2604381,5939229
2020-02-19,3025910,0.81,2456517,5482427
2020-02-20,3276778,0.84,2762421,6039199
2020-02-21,3117703,1.15,3582465,6700168
2020-02-24,4420289,1.09,4830164,9250453
2020-02-25,4059385,1.31,5311204,9370589
2020-02-26,3307484,1.23,4058825,7366309
2020-02-27,4082621,1.31,5332358,9414979
2020-02-28,4421620,1.27,5630270,10051890
2020-03-02,3041390,1.29,3911421,6952811
2020-03-03,3776836,0.8,3018461,6795297
2020-03-04,2899504,1.25,3638704,6538208
2020-03-05,3608907,0.88,3159294,6768201
2020-03-06,4373771,1.18,5158320,9532091
2020-03-09,2977650,1.83,5446851,8424501
2020-03-10,3088424,1.19,3670541,6758965
2020-03-11,3133495,1.36,4253234,7386729
2020-03-12,3781589,1.46,5506916,9288505
2020-03-13,4086565,1.27,5209749,9296314
2020-03-16,2933865,1.28,3751361,6685226
2020-03-17,3332360,1.01,3381433,6713793
2020-03-18,3087377,1.33,4120286,7207663
2020-03-19,2729926,1.12,3045043,5774969
2020-03-20,2820379,1.23,3460418,6280797
2020-03-23,2799891,1.09,3038055,5837946
2020-03-24,3194702,0.88,2824119,6018821
2020-03-25,3102706,0.95,2949215,6051921
2020-03-26,2780604,0.97,2703289,5483893
2020-03-27,2594627,1.07,2771738,5366365
2020-03-30,2219519,1.07,2383060,4602579
2020-03-31,2324304,1.14,2647356,4971660
2020-04-01,2273980,1.19,2707125,4981105
2020-04-02,2016964,1.21,2440960,4457924
2020-04-03,2570971,1.08,2787754,5358725
2020-04-06,2839558,0.97,2752265,5591823
2020-04-07,2863150,0.95,2729147,5592297
2020-04-08,2413012,1.0,2405331,4818343
2020-04-09,3242059,0.98,3181499,6423558
2020-04-13,2222994,0.91,2031334,4254328
2020-04-14,2765161,0.99,2740867,5506028
2020-04-15,2576475,0.99,2550706,5127181
2020-04-16,2538955,0.91,2300118,4839073
2020-04-17,2943229,0.92,2695903,5639132
2020-04-20,2412160,0.93,2239970,4652130
2020-04-21,2180391,1.09,2366437,4546828
2020-04-22,2199947,0.91,1994791,4194738
2020-04-23,2359829,0.87,2052960,4412789
2020-04-24,2419487,1.02,2473973,4893460
2020-04-27,2317304,1.05,2431116,4748420
2020-04-28,2142987,0.96,2060110,4203097
2020-04-29,2925326,1.02,2997589,5922915
2020-04-30,2566714,0.96,2476718,5043432
2020-05-01,2648181,1.18,3115328,5763509
2020-05-04,2047026,0.97,1978318,4025344
2020-05-05,2233992,0.89,1992764,4226756
2020-05-06,2180231,0.85,1844203,4024434
2020-05-07,2416761,0.83,1995387,4412148
2020-05-08,2879914,0.86,2484385,5364299
2020-05-11,2431545,0.86,2081833,4513378
2020-05-12,2651184,0.88,2327416,4978600
2020-05-13,3142430,1.17,3674455,6816885
2020-05-14,2720021,0.96,2599728,5319749
2020-05-15,3273088,0.8,2627348,5900436
2020-05-18,3376638,0.72,2423439,5800077
2020-05-19,2771571,0.72,1982605,4754176
2020-05-20,2775599,0.81,2257987,5033586
2020-05-21,2185404,0.84,1844183,4029587
2020-05-22,2450940,0.82,2020977,4471917
2020-05-26,3013256,0.81,2430376,5443632
2020-05-27,2980203,0.86,2550779,5530982
2020-05-28,2729604,0.85,2331564,5061168
2020-05-29,2806628,0.92,2573539,5380167
2020-06-01,2194623,0.83,1826340,4020963
2020-06-02,2535805,0.79,2010139,4545944
2020-06-03,3937166,0.69,2722484,6659650
2020-06-04,3270342,0.74,2425062,5695404
2020-06-05,5351126,0.65,3488365,8839491
2020-06-08,4071529,0.6,2440592,6512121
2020-06-09,3235650,0.7,2255356,5491006
2020-06-10,3506543,0.7,2440869,5947412
2020-06-11,4299681,1.01,4321819,8621500
2020-06-12,4029034,0.98,3953756,7982790
2020-06-15,3022527,0.88,2649655,5672182
2020-06-16,2916430,0.76,2225758,5142188
2020-06-17,2681707,0.77,2071897,4753604
2020-06-18,2178916,0.87,1903812,4082728
2020-06-19,3364095,0.91,3062596,6426691
2020-06-22,2583610,0.79,2037579,4621189
2020-06-23,2214756,0.77,1715844,3930600
2020-06-24,2662020,0.99,2642950,5304970
2020-06-25,2175340,0.89,1940678,4116018
2020-06-26,2597073,1.07,2780114,5377187
2020-06-29,2120100,0.97,2047666,4167766
2020-06-30,2667332,0.88,2346933,5014265
2020-07-01,2290121,0.83,1911664,4201785
2020-07-02,2598275,0.87,2259939,4858214
2020-07-06,2561797,0.73,1864316,4426113
2020-07-07,2106563,0.83,1743706,3850269
2020-07-08,2430024,0.76,1856055,4286079
2020-07-09,2537165,0.77,1961890,4499055
2020-07-10,2701755,0.83,2242426,4944181
2020-07-13,3387726,0.77,2606417,5994143
2020-07-14,2490189,0.85,2110539,4600728
2020-07-15,3198446,0.63,1999551,5197997
2020-07-16,2476413,0.72,1792194,4268607
2020-07-17,3210165,0.74,2362729,5572894
2020-07-20,2750933,0.77,2130290,4881223
2020-07-21,2844467,0.71,2012526,4856993
2020-07-22,2445540,0.75,1834161,4279701
2020-07-23,2797917,0.78,2176436,4974353
2020-07-24,2656555,0.91,2409960,5066515
2020-07-27,2462841,0.63,1559718,4022559
2020-07-28,1977263,0.83,1639387,3616650
2020-07-29,2358115,0.73,1718235,4076350
2020-07-30,2381627,0.77,1823299,4204926
2020-07-31,3047295,0.82,2507065,5554360
2020-08-03,2933059,0.67,1963340,4896399
2020-08-04,2703894,0.74,1998381,4702275
2020-08-05,3193130,0.67,2136082,5329212
2020-08-06,3062290,0.61,1870337,4932627
2020-08-07,3355684,0.73,2447169,5802853
2020-08-10,2894087,0.67,1925553,4819640
2020-08-11,3150113,0.7,2208562,5358675
2020-08-12,2542341,0.77,1968805,4511146
2020-08-13,2518227,0.68,1715809,4234036
2020-08-14,2589881,0.78,2014333,4604214
2020-08-17,2352490,0.76,1781917,4134407
2020-08-18,2497240,0.71,1761837,4259077
2020-08-19,2755479,0.76,2082879,4838358
2020-08-20,2560101,0.75,1917493,4477594
2020-08-21,3065502,0.69,2124620,5190122
2020-08-24,2550688,0.74,1884684,4435372
2020-08-25,2481394,0.62,1538498,4019892
2020-08-26,3106973,0.65,2010524,5117497
2020-08-27,3102153,0.62,1934244,5036397
2020-08-28,2920908,0.71,2069838,4990746
2020-08-31,2693307,0.78,2097005,4790312
2020-09-01,2783566,0.62,1722490,4506056
2020-09-02,3409745,0.74,2531721,5941466
2020-09-03,3638596,0.95,3455586,7094182
2020-09-04,3418879,1.03,3520101,6938980
2020-09-08,2782953,0.88,2456078,5239031
2020-09-09,2592268,0.86,2238260,4830528
2020-09-10,2494347,0.81,2031181,4525528
2020-09-11,2793313,1.0,2805700,5599013
2020-09-14,2523444,0.83,2083304,4606748
2020-09-15,2501021,0.69,1723260,4224281
2020-09-16,2670333,0.81,2155753,4826086
2020-09-17,2522410,0.96,2411100,4933510
2020-09-18,3102839,0.94,2910434,6013273
2020-09-21,2775177,0.94,2616183,5391360
2020-09-22,2044119,0.87,1769918,3814037
2020-09-23,2714294,0.89,2417817,5132111
2020-09-24,2149790,1.0,2150519,4300309
2020-09-25,2497183,0.88,2202347,4699530
2020-09-28,2165028,0.77,1675779,3840807
2020-09-29,1877697,0.8,1493245,3370942
2020-09-30,2650280,0.83,2186739,4837019
2020-10-01,2422910,0.78,1900731,4323641
2020-10-02,2542676,0.9,2285803,4828479
2020-10-05,2344289,0.79,1841579,4185868
2020-10-06,2572789,0.84,2170085,4742874
2020-10-07,2319575,0.76,1770101,4089676
2020-10-08,2428558,0.8,1936445,4365003
2020-10-09,3154857,0.85,2695728,5850585
2020-10-12,3236278,0.66,2126123,5362401
2020-10-13,2469013,0.75,1859807,4328820
2020-10-14,2792313,0.71,1993834,4786147
2020-10-15,2750656,0.75,2072612,4823268
2020-10-16,3118925,0.85,2655494,5774419
2020-10-19,2714875,0.78,2127713,4842588
2020-10-20,2250402,0.82,1842700,4093102
2020-10-21,2367120,0.87,2059643,4426763
2020-10-22,2344623,0.8,1872323,4216946
2020-10-23,2382637,0.84,1998342,4380979
2020-10-26,2518657,1.11,2789755,5308412
2020-10-27,2028294,0.8,1613654,3641948
2020-10-28,2977205,1.11,3305980,6283185
2020-10-29,2682818,0.9,2423433,5106251
2020-10-30,3235673,1.03,3343702,6579375
2020-11-02,2359445,0.98,2321860,4681305
2020-11-03,2501450,1.03,2584992,5086442
2020-11-04,3042313,0.98,2971591,6013904
2020-11-05,3056481,0.8,2457017,5513498
2020-11-06,3137694,0.85,2676367,5814061
2020-11-09,4519381,0.74,3340961,7860342
2020-11-10,2921745,0.85,2472802,5394547
2020-11-11,2479689,1.02,2519271,4998960
2020-11-12,2615776,0.93,2439980,5055756
2020-11-13,3156163,0.81,2544295,5700458
2020-11-16,3414869,0.73,2492127,5906996
2020-11-17,2886262,0.87,2496881,5383143
2020-11-18,3350563,0.73,2442548,5793111
2020-11-19,3072196,0.76,2323890,5396086
2020-11-20,3422182,0.71,2415066,5837248
2020-11-23,3607193,0.65,2327469,5934662
2020-11-24,3771784,0.64,2415092,6186876
2020-11-25,2850493,0.72,2039090,4889583
2020-11-27,2220989,0.74,1632600,3853589
2020-11-30,3200247,0.8,2554065,5754312
2020-12-01,3462114,0.65,2239004,5701118
2020-12-02,3160501,0.68,2144152,5304653
2020-12-03,3113516,0.65,2019415,5132931
2020-12-04,3557377,0.68,2416036,5973413
2020-12-07,3076974,0.65,2004513,5081487
2020-12-08,2822794,0.65,1848479,4671273
2020-12-09,3387087,0.84,2836861,6223948
2020-12-10,2662262,0.7,1875650,4537912
2020-12-11,3124687,0.97,3023481,6148168
2020-12-14,3122380,0.81,2528790,5651170
2020-12-15,2908909,0.91,2651088,5559997
2020-12-16,2762084,0.77,2128762,4890846
2020-12-17,2986293,0.69,2070989,5057282
2020-12-18,3644829,0.75,2727372,6372201
2020-12-21,3329987,0.76,2530669,5860656
2020-12-22,2819159,0.6,1688098,4507257
2020-12-23,2726210,0.78,2124096,4850306
2020-12-24,1671871,0.8,1344077,3015948
2020-12-28,2765205,0.72,1978975,4744180
2020-12-29,2519060,0.78,1969834,4488894
2020-12-30,2345514,0.81,1902066,4247580
2020-12-31,3109073,0.86,2665133,5774206
2021-01-04,3682096,0.86,3182654,6864750
2021-01-05,3206371,0.73,2343556,5549927
2021-01-06,4374985,0.78,3414197,7789182
2021-01-07,3510380,0.68,2375903,5886283
2021-01-08,4194651,0.73,3069743,7264394
2021-01-11,3300290,0.79,2605917,5906207
2021-01-12,3390635,0.69,2349917,5740552
2021-01-13,3717820,0.85,3145358,6863178
2021-01-14,4227871,0.66,2786403,7014274
2021-01-15,4416093,0.8,3552629,7968722
2021-01-19,3757762,0.69,2579153,6336915
2021-01-20,3962292,0.71,2821203,6783495
2021-01-21,3363699,0.74,2500491,5864190
2021-01-22,3870675,0.63,2446151,6316826
2021-01-25,4215516,0.72,3051553,7267069
2021-01-26,3112421,0.71,2221363,5333784
2021-01-27,5102011,0.73,3723903,8825914
2021-01-28,4222565,0.75,3151752,7374317
2021-01-29,4207511,0.93,3911309,8118820
2021-02-01,3862844,0.77,2973781,6836625
2021-02-02,3562583,0.78,2768004,6330587
2021-02-03,3258887,0.85,2773476,6032363
2021-02-04,3391815,0.73,2487260,5879075
2021-02-05,3697438,0.75,2782080,6479518
2021-02-08,3560677,0.69,2459423,6020100
2021-02-09,3591324,0.67,2398216,5989540
2021-02-10,3574883,0.75,2698616,6273499
2021-02-11,3690726,0.74,2733375,6424101
2021-02-12,4005090,0.82,3275628,7280718
2021-02-16,4089463,0.77,3168996,7258459
2021-02-17,3852365,0.71,2745524,6597889
2021-02-18,3230663,0.82,2655588,5886251
2021-02-19,4296571,0.75,3202063,7498634
2021-02-22,3882303,0.66,2560016,6442319
2021-02-23,3637677,0.76,2760344,6398021
2021-02-24,3776156,0.7,2625903,6402059
2021-02-25,3967022,0.8,3192445,7159467
2021-02-26,3925165,0.92,3626302,7551467
2021-03-01,3097633,0.97,2990243,6087876
2021-03-02,2606155,0.77,2006743,4612898
2021-03-03,3208784,0.83,2660637,5869421
2021-03-04,4096407,0.89,3652745,7749152
2021-03-05,3858630,0.95,3678221,7536851
2021-03-08,3112151,0.79,2453147,5565298
2021-03-09,2837696,0.92,2622901,5460597
2021-03-10,3102932,0.72,2235369,5338301
2021-03-11,3297112,0.74,2423593,5720705
2021-03-12,3330427,0.77,2568559,5898986
2021-03-15,3416891,0.75,2575973,5992864
2021-03-16,3036281,0.89,2717121,5753402
2021-03-17,3087727,0.73,2262377,5350104
2021-03-18,3278445,0.75,2450172,5728617
2021-03-19,3417614,0.82,2817026,6234640
2021-03-22,2847842,0.72,2056791,4904633
2021-03-23,2805778,0.81,2285897,5091675
2021-03-24,3087163,0.89,2745011,5832174
2021-03-25,3272002,0.88,2870729,6142731
2021-03-26,3645646,0.89,3233570,6879216
2021-03-29,2920163,0.85,2483321,5403484
2021-03-30,2533935,0.77,1953076,4487011
2021-03-31,3491988,0.74,2599332,6091320
2021-04-01,3708482,0.72,2665873,6374355
2021-04-05,3734529,0.69,2584350,6318879
2021-04-06,2850680,0.67,1907680,4758360
2021-04-07,2780476,0.8,2219571,5000047
2021-04-08,3081781,0.72,2220773,5302554
2021-04-09,3375721,0.75,2546976,5922697
2021-04-12,2908465,0.73,2125608,5034073
2021-04-13,3068390,0.69,2112122,5180512
2021-04-14,3207832,0.78,2505501,5713333
2021-04-15,3258939,0.76,2487986,5746925
2021-04-16,3743712,0.77,2866828,6610540
2021-04-19,2988276,0.84,2512450,5500726
2021-04-20,3030104,0.79,2408677,5438781
2021-04-21,2777118,0.71,1977942,4755060
2021-04-22,2940246,0.79,2337231,5277477
2021-04-23,3163082,0.8,2524243,5687325
2021-04-26,2670769,0.65,1746053,4416822
2021-04-27,2278200,0.7,1589172,3867372
2021-04-28,2577772,0.81,2082719,4660491
2021-04-29,2967602,0.71,2101754,5069356
2021-04-30,2657547,0.95,2534494,5192041
2021-05-03,2568017,0.75,1931113,4499130
2021-05-04,2922433,0.86,2511582,5434015
2021-05-05,2444214,0.88,2150455,4594669
2021-05-06,2623102,0.87,2294936,4918038
2021-05-07,3273546,0.86,2805639,6079185
2021-05-10,3072663,0.9,2778333,5850996
2021-05-11,3152264,0.99,3107229,6259493
2021-05-12,3744322,0.98,3660033,7404355
2021-05-13,2855471,1.0,2862963,5718434
2021-05-14,3404115,0.9,3063867,6467982
2021-05-17,2647420,0.92,2435064,5082484
2021-05-18,2606508,0.85,2209779,4816287
2021-05-19,2903687,1.07,3113736,6017423
2021-05-20,2794432,0.84,2333735,5128167
2021-05-21,3289311,0.85,2786446,6075757
2021-05-24,3015797,0.76,2297038,5312835
2021-05-25,2361630,0.82,1941400,4303030
2021-05-26,2933546,0.76,2215315,5148861
2021-05-27,3188857,0.71,2267072,5455929
2021-05-28,3505641,0.73,2571891,6077532
2021-06-01,3234149,0.66,2144304,5378453
2021-06-02,3209038,0.69,2221416,5430454
2021-06-03,3320555,0.67,2231787,5552342
2021-06-04,3537566,0.84,2987016,6524582
2021-06-07,2876895,0.68,1967865,4844760
2021-06-08,3053929,0.65,1988447,5042376
2021-06-09,3308839,0.65,2157850,5466689
2021-06-10,3296426,0.78,2577512,5873938
2021-06-11,3551090,0.85,3006188,6557278
2021-06-14,3449678,0.71,2460194,5909872
2021-06-15,2844368,0.71,2024013,4868381
2021-06-16,3048773,0.97,2952958,6001731
2021-06-17,3662821,0.84,3086086,6748907
2021-06-18,4227949,0.9,3817544,8045493
2021-06-21,3314990,0.8,2636924,5951914
2021-06-22,2756993,0.78,2152952,4909945
2021-06-23,3109746,0.7,2164049,5273795
2021-06-24,3384958,0.68,2308357,5693315
2021-06-25,3655467,0.74,2695381,6350848
2021-06-28,3213925,0.76,2426886,5640811
2021-06-29,2909789,0.66,1916060,4825849
2021-06-30,3233488,0.74,2402718,5636206
2021-07-01,3584648,0.65,2343845,5928493
2021-07-02,3639390,0.78,2846041,6485431
2021-07-06,3587137,0.89,3187044,6774181
2021-07-07,3182829,0.83,2655997,5838826
2021-07-08,3183787,0.86,2729592,5913379
2021-07-09,3342216,0.87,2896480,6238696
2021-07-12,2852547,0.88,2502410,5354957
2021-07-13,3035618,0.81,2470317,5505935
2021-07-14,3385957,0.81,2738765,6124722
2021-07-15,3218977,0.89,2880354,6099331
2021-07-16,3794487,0.98,3724583,7519070
2021-07-19,4478746,0.98,4379920,8858666
2021-07-20,3106713,0.78,2410294,5517007
2021-07-21,2643343,0.86,2275340,4918683
2021-07-22,2133943,0.87,1846165,3980108
2021-07-23,3231330,0.88,2848186,6079516
2021-07-26,2481085,0.86,2135332,4616417
2021-07-27,2312936,1.0,2309292,4622228
2021-07-28,2566075,0.8,2043528,4609603
2021-07-29,3052996,0.67,2049829,5102825
2021-07-30,3693450,0.83,3060593,6754043
2021-08-02,2691366,0.89,2406164,5097530
2021-08-03,2641497,0.76,2018366,4659863
2021-08-04,2582289,0.84,2164567,4746856
2021-08-05,2519792,0.82,2066188,4585980
2021-08-06,3008063,0.95,2843001,5851064
2021-08-09,2717720,0.86,2336942,5054662
2021-08-10,2651666,0.72,1920097,4571763
2021-08-12,2852830,0.88,2521442,5374272
2021-08-13,2986071,0.93,2789457,5775528
2021-08-16,3165258,0.87,2756380,5921638
2021-08-17,3333546,0.92,3054778,6388324
2021-08-18,3221091,0.91,2918036,6139127
2021-08-19,3441593,1.04,3563114,7004707
2021-08-20,3428996,0.91,3111873,6540869
2021-08-23,3374755,0.78,2632296,6007051
2021-08-24,2835521,0.69,1950980,4786501
2021-08-25,2761194,0.8,2201416,4962610
2021-08-26,3071066,0.86,2642701,5713767
2021-08-27,3285908,0.88,2880452,6166360
2021-08-30,3248185,0.77,2507525,5755710
2021-08-31,2559854,0.89,2269912,4829766
2021-09-01,3075767,0.81,2494599,5570366
2021-09-02,3059125,0.68,2077757,5136882
2021-09-03,3045844,0.89,2701638,5747482
2021-09-07,3073537,0.87,2681244,5754781
2021-09-08,3148116,0.86,2708582,5856698
2021-09-09,2908799,0.82,2371460,5280259
2021-09-10,3628519,0.99,3584149,7212668
2021-09-13,3665396,0.91,3342532,7007928
2021-09-14,3255757,0.9,2930470,6186227
2021-09-15,3558533,0.85,3031638,6590171
2021-09-16,2906804,0.84,2450635,5357439
2021-09-17,4095752,0.92,3772461,7868213
2021-09-20,4201777,1.08,4530018,8731795
2021-09-21,2766489,0.89,2449066,5215555
2021-09-22,2937434,0.98,2865626,5803060
2021-09-23,3544535,0.79,2795252,6339787
2021-09-24,2945032,1.0,2945080,5890112
2021-09-27,3015443,0.82,2458823,5474266
2021-09-28,3218056,1.08,3480280,6698336
2021-09-29,2865825,0.93,2675793,5541618
2021-09-30,3307446,1.07,3549022,6856468
2021-10-01,3599742,0.94,3366095,6965837
2021-10-04,3107322,0.97,3026483,6133805
2021-10-05,2733839,0.86,2341481,5075320
2021-10-06,3222831,0.99,3205642,6428473
2021-10-07,2951652,0.95,2810348,5762000
2021-10-08,2955262,1.04,3063617,6018879
2021-10-11,2760033,0.97,2683868,5443901
2021-10-12,2620863,0.8,2099011,4719874
2021-10-13,3036362,0.89,2715149,5751511
2021-10-14,3491045,0.83,2910609,6401654
2021-10-15,4269813,0.86,3683187,7953000
2021-10-18,3684235,0.76,2804539,6488774
2021-10-19,3535022,0.76,2684519,6219541
2021-10-20,3389785,0.78,2634432,6024217
2021-10-21,2865471,0.74,2132489,4997960
2021-10-22,3575434,0.83,2979190,6554624
2021-10-25,3353272,0.71,2388187,5741459
2021-10-26,3565787,0.83,2964587,6530374
2021-10-27,3283218,0.85,2804191,6087409
2021-10-28,3257351,0.66,2158438,5415789
2021-10-29,3810023,0.87,3301581,7111604
2021-11-01,3480844,0.76,2652211,6133055
2021-11-02,3116160,0.71,2216732,5332892
2021-11-03,3848329,0.69,2661016,6509345
2021-11-04,4373490,0.69,3001748,7375238
2021-11-05,4942025,0.78,3837842,8779867
2021-11-08,3863375,0.66,2559707,6423082
2021-11-09,3426782,0.73,2516639,5943421
2021-11-10,3833102,0.87,3329858,7162960
2021-11-11,2881679,0.73,2115218,4996897
2021-11-12,4085806,0.75,3060696,7146502
2021-11-15,3338486,0.78,2619735,5958221
2021-11-16,3301077,0.79,2603111,5904188
2021-11-17,3401366,0.8,2711969,6113335
2021-11-18,3981689,0.7,2767526,6749215
2021-11-19,4648861,0.76,3546218,8195079
2021-11-22,4402175,0.77,3401098,7803273
2021-11-23,3386582,0.84,2833817,6220399
2021-11-24,2997855,0.9,2699559,5697414
2021-11-26,3724103,0.92,3415312,7139415
2021-11-29,3570187,0.87,3119033,6689220
2021-11-30,3999621,0.94,3756239,7755860
2021-12-01,4181956,0.99,4134656,8316612
2021-12-02,3059421,1.08,3318319,6377740
2021-12-03,4373547,1.15,5022231,9395778
2021-12-06,3360275,1.01,3406913,6767188
2021-12-07,3407123,0.95,3226652,6633775
2021-12-08,2983863,0.88,2640005,5623868
2021-12-09,2735920,0.91,2477019,5212939
2021-12-10,3107427,1.08,3343485,6450912
2021-12-13,2899718,0.98,2835004,5734722
2021-12-14,2676584,0.97,2596354,5272938
2021-12-15,3320113,0.92,3066740,6386853
2021-12-16,3457172,0.86,2960354,6417526
2021-12-17,3917044,0.87,3402106,7319150
2021-12-20,3445029,0.85,2911883,6356912
2021-12-21,3329846,0.87,2904050,6233896
2021-12-22,3056639,0.82,2500534,5557173
2021-12-23,3445239,0.79,2738027,6183266
2021-12-27,3175904,0.79,2502320,5678224
2021-12-28,2802598,0.73,2047646,4850244
2021-12-29,2532652,0.92,2331989,4864641
2021-12-30,2918548,0.83,2435293,5353841
2021-12-31,3288021,0.81,2651121,5939142
2022-01-03,3278340,0.76,2491539,5769879
2022-01-04,3039708,0.8,2426611,5466319
2022-01-05,3364418,1.05,3524453,6888871
2022-01-06,2756291,0.97,2668750,5425041
2022-01-07,3039551,0.95,2882210,5921761
2022-01-10,3356592,1.0,3362661,6719253
2022-01-11,2872274,0.76,2194512,5066786
2022-01-12,3119836,0.83,2586209,5706045
2022-01-13,2885189,0.96,2776912,5662101
2022-01-14,3027317,1.09,3291764,6319081
2022-01-18,3471703,1.0,3461250,6932953
2022-01-19,3397111,0.91,3106440,6503551
2022-01-20,3485820,0.99,3461849,6947669
2022-01-21,4619679,1.26,5835060,10454739
2022-01-24,4889782,1.17,5726610,10616392
2022-01-25,3501516,0.89,3104235,6605751
2022-01-26,3660524,1.0,3668840,7329364
2022-01-27,3054959,1.06,3252356,6307315
2022-01-28,3881007,1.03,3997351,7878358
2022-01-31,3291780,1.06,3479073,6770853
2022-02-01,2754570,0.95,2607552,5362122
2022-02-02,3036835,0.99,2991858,6028693
2022-02-03,2599817,1.09,2845982,5445799
2022-02-04,3274837,0.95,3108617,6383454
2022-02-07,2760270,0.93,2571231,5331501
2022-02-08,2539303,0.99,2515572,5054875
